epoch,accuracy,loss,val_accuracy,val_loss
0,0.48595505952835083,1.1985877752304077,0.6185897588729858,1.062328577041626
1,0.591492772102356,1.0321744680404663,0.6522436141967773,0.9649025201797485
2,0.632022500038147,0.9570088386535645,0.6650640964508057,0.9066447615623474
3,0.6544944047927856,0.8884168863296509,0.682692289352417,0.8807299733161926
4,0.6629213690757751,0.8700463771820068,0.6891025900840759,0.8637874126434326
5,0.6845906972885132,0.8182118535041809,0.6907051205635071,0.8458198308944702
6,0.6894060969352722,0.8077206015586853,0.7035256624221802,0.826155424118042
7,0.6970304846763611,0.7861648201942444,0.7163461446762085,0.8283252120018005
8,0.7030497789382935,0.7651490569114685,0.7099359035491943,0.8136863708496094
9,0.7239165306091309,0.7496289610862732,0.7115384340286255,0.8167088627815247
10,0.7239165306091309,0.7401132583618164,0.7051281929016113,0.8403277397155762
11,0.7351524829864502,0.7119401693344116,0.7115384340286255,0.8073648810386658
12,0.7307383418083191,0.7083958387374878,0.7211538553237915,0.8081788420677185
13,0.7387640476226807,0.6970174312591553,0.7179487347602844,0.818983256816864
14,0.75,0.6674925684928894,0.7179487347602844,0.8146838545799255
15,0.7463884353637695,0.6603842377662659,0.7259615659713745,0.8058186769485474
16,0.7463884353637695,0.6528444886207581,0.7259615659713745,0.8145276308059692
17,0.7552167177200317,0.6402763724327087,0.7355769276618958,0.8097363114356995
18,0.7644461989402771,0.6234504580497742,0.7323718070983887,0.8243481516838074
19,0.7744783163070679,0.608948290348053,0.7227563858032227,0.8244460821151733
20,0.7704654932022095,0.6025879383087158,0.7355769276618958,0.8253973722457886
21,0.7817014455795288,0.5939628481864929,0.7275640964508057,0.822291910648346
22,0.7901284098625183,0.559894859790802,0.7307692170143127,0.8510982990264893
23,0.8001605272293091,0.5552203059196472,0.7163461446762085,0.8471137881278992
24,0.7989566326141357,0.5458908677101135,0.7131410241127014,0.8439788818359375
25,0.7985553741455078,0.5265514850616455,0.7195512652397156,0.8668675422668457
26,0.8033707737922668,0.5233833193778992,0.7131410241127014,0.8508743047714233
27,0.8057785034179688,0.5166575908660889,0.7243589758872986,0.8845742344856262
28,0.8009631037712097,0.5123130679130554,0.7259615659713745,0.8694673180580139
29,0.8146067261695862,0.4984544813632965,0.7179487347602844,0.8864278793334961
30,0.8254414200782776,0.4739640951156616,0.7099359035491943,0.892221212387085
31,0.8366773724555969,0.46532949805259705,0.7147436141967773,0.9050662517547607
32,0.8318619728088379,0.464042603969574,0.7275640964508057,0.8916164040565491
33,0.8398876190185547,0.4571514129638672,0.7355769276618958,0.9281373620033264
34,0.8398876190185547,0.4366535544395447,0.7019230723381042,0.9070204496383667
35,0.8430979251861572,0.43140751123428345,0.7227563858032227,0.9406887888908386
36,0.841492772102356,0.43637245893478394,0.7051281929016113,0.9505693316459656
37,0.8503210544586182,0.40330421924591064,0.7067307829856873,0.9468055367469788
38,0.846308171749115,0.4137519896030426,0.7291666865348816,0.9593725800514221
39,0.8551364541053772,0.3959619104862213,0.6987179517745972,0.9765462875366211
40,0.8571428656578064,0.39977097511291504,0.7307692170143127,0.9764996767044067
41,0.8535313010215759,0.3931635916233063,0.7243589758872986,0.9757406711578369
42,0.8559390306472778,0.37574324011802673,0.7147436141967773,0.9893200397491455
43,0.8571428656578064,0.39927804470062256,0.7291666865348816,0.9839882254600525
44,0.8671749830245972,0.3694341480731964,0.7131410241127014,0.9753981232643127
45,0.8703852295875549,0.3658507764339447,0.7147436141967773,0.9735679626464844
46,0.8852327466011047,0.33219122886657715,0.7195512652397156,0.9793869256973267
47,0.8599518537521362,0.36383378505706787,0.7179487347602844,0.949731707572937
48,0.8776083588600159,0.33853885531425476,0.7115384340286255,0.9665913581848145
49,0.8792135119438171,0.33450478315353394,0.7067307829856873,0.9671174883842468
50,0.8864365816116333,0.32391372323036194,0.7195512652397156,0.9831482172012329
51,0.8956661224365234,0.30386483669281006,0.7131410241127014,0.9866233468055725
52,0.8948635458946228,0.29967719316482544,0.7163461446762085,0.9940508604049683
53,0.8908507227897644,0.2997893691062927,0.7195512652397156,1.0059319734573364
54,0.8864365816116333,0.2971535325050354,0.6987179517745972,1.0171008110046387
55,0.9004815220832825,0.2948988378047943,0.7099359035491943,1.0103976726531982
56,0.9097110629081726,0.26882460713386536,0.7131410241127014,1.0120888948440552
57,0.8996789455413818,0.2862181067466736,0.7115384340286255,1.0282453298568726
58,0.9048956632614136,0.2757737934589386,0.7051281929016113,1.0264922380447388
59,0.8996789455413818,0.28516626358032227,0.7131410241127014,1.0204907655715942
60,0.9056982398033142,0.2777259647846222,0.7083333134651184,1.03728187084198
61,0.8944622874259949,0.27957457304000854,0.6971153616905212,1.0423836708068848
62,0.9056982398033142,0.26218369603157043,0.7035256624221802,1.0593907833099365
63,0.9169341921806335,0.2451781928539276,0.7131410241127014,1.1013175249099731
64,0.9153290390968323,0.24371156096458435,0.7051281929016113,1.080432653427124
65,0.9069020748138428,0.2576495409011841,0.7131410241127014,1.0785375833511353
66,0.9177367687225342,0.23938867449760437,0.7067307829856873,1.0902892351150513
67,0.9173354506492615,0.23607298731803894,0.7019230723381042,1.0973678827285767
68,0.9149277806282043,0.22833137214183807,0.7051281929016113,1.1249386072158813
69,0.9225521683692932,0.22594869136810303,0.7035256624221802,1.1212422847747803
70,0.9197431802749634,0.2278357893228531,0.6891025900840759,1.1247127056121826
71,0.9233547449111938,0.21948523819446564,0.7115384340286255,1.1125376224517822
72,0.9185393452644348,0.22483685612678528,0.7067307829856873,1.1277796030044556
73,0.9197431802749634,0.21633146703243256,0.7099359035491943,1.1334203481674194
74,0.9337881207466125,0.19606046378612518,0.7179487347602844,1.1797212362289429
75,0.9213483333587646,0.22014003992080688,0.7083333134651184,1.1643441915512085
76,0.9293739795684814,0.21182087063789368,0.7067307829856873,1.1474334001541138
