epoch,accuracy,loss,val_accuracy,val_loss
0,0.4747191071510315,1.2118334770202637,0.5929487347602844,1.0831671953201294
1,0.5830658078193665,1.0536764860153198,0.6490384340286255,0.9699347019195557
2,0.6115570068359375,0.9787935614585876,0.682692289352417,0.9119906425476074
3,0.6352327466011047,0.9331765174865723,0.6842948794364929,0.8972129821777344
4,0.6512840986251831,0.9135401248931885,0.6891025900840759,0.8743485808372498
5,0.665730357170105,0.8653488159179688,0.7035256624221802,0.871337890625
6,0.665730357170105,0.853688657283783,0.7019230723381042,0.8467078804969788
7,0.6665329337120056,0.8285626173019409,0.7227563858032227,0.8359574675559998
8,0.6882022619247437,0.8219290971755981,0.7035256624221802,0.8448712229728699
9,0.6849919557571411,0.7969427704811096,0.7099359035491943,0.8349147439002991
10,0.7066613435745239,0.7822175621986389,0.7179487347602844,0.8191667199134827
11,0.7054574489593506,0.7780309319496155,0.7163461446762085,0.8362780809402466
12,0.6906099319458008,0.7836325168609619,0.7163461446762085,0.8279894590377808
13,0.7174959778785706,0.7526394128799438,0.7051281929016113,0.8405865430831909
14,0.7134831547737122,0.738804280757904,0.7291666865348816,0.8071137070655823
15,0.711476743221283,0.7342247366905212,0.7435897588729858,0.8022511005401611
16,0.7203049659729004,0.7291797399520874,0.7275640964508057,0.7975279092788696
17,0.7251203656196594,0.712718665599823,0.7291666865348816,0.8033464550971985
18,0.7431781888008118,0.6854604482650757,0.7259615659713745,0.8070464134216309
19,0.7387640476226807,0.6810593008995056,0.7291666865348816,0.8014154434204102
20,0.7355538010597229,0.6839954853057861,0.7275640964508057,0.7986776828765869
21,0.7431781888008118,0.6702442169189453,0.7179487347602844,0.8221229314804077
22,0.7363563179969788,0.6734689474105835,0.7227563858032227,0.8031671643257141
23,0.7495987415313721,0.6555845141410828,0.7163461446762085,0.7967801094055176
24,0.7584269642829895,0.639307975769043,0.7227563858032227,0.7964135408401489
25,0.7600321173667908,0.63997483253479,0.7275640964508057,0.8146414160728455
26,0.7712680697441101,0.620082676410675,0.7275640964508057,0.8064874410629272
27,0.7696629166603088,0.6064103245735168,0.7403846383094788,0.82122403383255
28,0.7640449404716492,0.6077643632888794,0.7259615659713745,0.8295730352401733
29,0.7720706462860107,0.5964494943618774,0.7291666865348816,0.831050455570221
30,0.7708667516708374,0.6023063659667969,0.7339743375778198,0.8187543749809265
31,0.7728732228279114,0.5858138799667358,0.7259615659713745,0.857380211353302
32,0.7800962924957275,0.578044056892395,0.7355769276618958,0.8479928374290466
33,0.7808988690376282,0.5718550086021423,0.7371794581413269,0.8321179151535034
34,0.7905296683311462,0.5479481816291809,0.7227563858032227,0.8625562787055969
35,0.7969502210617065,0.5560348033905029,0.7211538553237915,0.8469570875167847
36,0.790930986404419,0.5418169498443604,0.7211538553237915,0.8436682224273682
